impulse_id,direction,start_event_id,end_event_id,start_time,start_price,end_time,end_price,available_at_time,regime_anchor_time,regime_anchor_price,status,structural_status,confirmed_at,is_open,duration_days,fib_wait_days,fib_deadline,duration
SFI0082,down,E00433,E00435,2023-02-21T08:00:00+00:00,25347.6,2023-03-10T08:00:00+00:00,19521.6,2023-03-20T08:00:00+00:00,2023-02-21T08:00:00+00:00,25347.6,finished_confirmed,impulse_finished_confirmed,2023-03-20T08:00:00+00:00,False,17.0,10.0,2023-03-20T08:00:00+00:00,17.0
SFI0083,up,E00435,E00436,2023-03-10T08:00:00+00:00,19521.6,2023-04-14T04:00:00+00:00,31059.0,2023-05-12T23:59:59.999000+00:00,2023-03-10T08:00:00+00:00,19521.6,finished_confirmed,impulse_finished_confirmed,2023-04-27T11:21:07.188998400+00:00,False,34.833333,13.30633321,2023-04-27T11:21:07.188998400+00:00,34.833333
SFI0084,down,E00436,E00448,2023-04-14T04:00:00+00:00,31059.0,2023-06-15T08:00:00+00:00,24777.0,2023-07-09T01:56:38.411001600+00:00,2023-04-14T04:00:00+00:00,31059.0,finished_confirmed,impulse_finished_confirmed,2023-07-09T01:56:38.411001600+00:00,False,62.166667,23.74766679,2023-07-09T01:56:38.411001600+00:00,62.166667
SFI0085,up,E00448,E00449,2023-06-15T08:00:00+00:00,24777.0,2023-07-13T16:00:00+00:00,31850.0,2023-08-17T23:59:59.999000+00:00,2023-06-15T08:00:00+00:00,24777.0,finished_confirmed,impulse_finished_confirmed,2023-07-24T11:45:35.988998400+00:00,False,28.333333,10.82333321,2023-07-24T11:45:35.988998400+00:00,28.333333
SFI0086,down,E00449,E00453,2023-07-13T16:00:00+00:00,31850.0,2023-09-11T20:00:00+00:00,24888.0,2023-10-16T23:59:59.999000+00:00,2023-07-13T16:00:00+00:00,31850.0,finished_confirmed,impulse_finished_confirmed,2023-10-04T19:36:28.811001599+00:00,False,60.166667,22.98366679,2023-10-04T19:36:28.811001599+00:00,60.166667
SFI0087,up,E00456,E00457,2023-10-24T00:00:00+00:00,32833.5,2024-01-11T12:00:00+00:00,49027.5,2024-02-10T20:51:21.600000+00:00,2023-10-24T00:00:00+00:00,32833.5,finished_confirmed,impulse_finished_confirmed,2024-02-10T20:51:21.600000+00:00,False,79.5,30.369,2024-02-10T20:51:21.600000+00:00,79.5
SFI0088,down,E00457,E00461,2024-01-11T12:00:00+00:00,49027.5,2024-01-23T12:00:00+00:00,38545.0,2024-02-09T23:59:59.999000+00:00,2024-01-11T12:00:00+00:00,49027.5,finished_confirmed,impulse_finished_confirmed,2024-02-02T12:00:00+00:00,False,12.0,10.0,2024-02-02T12:00:00+00:00,12.0
SFI0089,up,E00461,E00468,2024-01-23T12:00:00+00:00,38545.0,2024-03-14T04:00:00+00:00,73881.4,2024-04-02T12:30:43.211001600+00:00,2024-01-23T12:00:00+00:00,38545.0,finished_confirmed,impulse_finished_confirmed,2024-04-02T12:30:43.211001600+00:00,False,50.666667,19.35466679,2024-04-02T12:30:43.211001600+00:00,50.666667
SFI0090,down,E00468,E00476,2024-03-14T04:00:00+00:00,73881.4,2024-05-01T08:00:00+00:00,56537.7,2024-05-20T23:59:59.999000+00:00,2024-03-14T04:00:00+00:00,73881.4,finished_confirmed,impulse_finished_confirmed,2024-05-19T17:35:31.211001600+00:00,False,48.166667,18.39966679,2024-05-19T17:35:31.211001600+00:00,48.166667
SFI0091,up,E00476,E00477,2024-05-01T08:00:00+00:00,56537.7,2024-06-07T12:00:00+00:00,72144.0,2024-06-24T23:59:59.999000+00:00,2024-05-01T08:00:00+00:00,56537.7,finished_confirmed,impulse_finished_confirmed,2024-06-21T16:44:38.411001600+00:00,False,37.166667,14.19766679,2024-06-21T16:44:38.411001600+00:00,37.166667
SFI0092,down,E00477,E00483,2024-06-07T12:00:00+00:00,72144.0,2024-07-05T04:00:00+00:00,53329.5,2024-07-15T23:59:59.999000+00:00,2024-06-07T12:00:00+00:00,72144.0,finished_confirmed,impulse_finished_confirmed,2024-07-15T17:38:52.811001600+00:00,False,27.666667,10.56866679,2024-07-15T17:38:52.811001600+00:00,27.666667
SFI0093,up,E00483,E00484,2024-07-05T04:00:00+00:00,53329.5,2024-07-29T12:00:00+00:00,70081.0,2024-08-08T12:00:00+00:00,2024-07-05T04:00:00+00:00,53329.5,finished_confirmed,impulse_finished_confirmed,2024-08-08T12:00:00+00:00,False,24.333333,10.0,2024-08-08T12:00:00+00:00,24.333333
SFI0094,down,E00484,E00486,2024-07-29T12:00:00+00:00,70081.0,2024-08-05T04:00:00+00:00,48888.0,2024-08-15T04:00:00+00:00,2024-07-29T12:00:00+00:00,70081.0,finished_confirmed,impulse_finished_confirmed,2024-08-15T04:00:00+00:00,False,6.666667,10.0,2024-08-15T04:00:00+00:00,6.666667
SFI0095,up,E00486,E00487,2024-08-05T04:00:00+00:00,48888.0,2024-08-25T20:00:00+00:00,65175.4,2024-09-06T23:59:59.999000+00:00,2024-08-05T04:00:00+00:00,48888.0,finished_confirmed,impulse_finished_confirmed,2024-09-04T20:00:00+00:00,False,20.666667,10.0,2024-09-04T20:00:00+00:00,20.666667
SFI0096,down,E00487,E00490,2024-08-25T20:00:00+00:00,65175.4,2024-09-08T16:00:00+00:00,53596.5,2024-09-23T23:59:59.999000+00:00,2024-08-25T20:00:00+00:00,65175.4,finished_confirmed,impulse_finished_confirmed,2024-09-18T16:00:00+00:00,False,13.833333,10.0,2024-09-18T16:00:00+00:00,13.833333
SFI0097,up,E00513,E00514,2025-02-28T08:00:00+00:00,78200.2,2025-03-02T16:00:00+00:00,94971.0,2025-03-12T16:00:00+00:00,2025-02-28T08:00:00+00:00,78200.2,finished_confirmed,impulse_finished_confirmed,2025-03-12T16:00:00+00:00,False,2.333333,10.0,2025-03-12T16:00:00+00:00,2.333333
SFI0098,down,E00514,E00517,2025-03-02T16:00:00+00:00,94971.0,2025-04-07T04:00:00+00:00,74457.0,2025-04-22T23:59:59.999000+00:00,2025-03-02T16:00:00+00:00,94971.0,finished_confirmed,impulse_finished_confirmed,2025-04-20T17:27:50.400000+00:00,False,35.5,13.561,2025-04-20T17:27:50.400000+00:00,35.5
SFI0099,up,E00517,E00529,2025-04-07T04:00:00+00:00,74457.0,2025-10-06T16:00:00+00:00,126208.5,2025-12-15T09:09:36+00:00,2025-04-07T04:00:00+00:00,74457.0,finished_confirmed,impulse_finished_confirmed,2025-12-15T09:09:36+00:00,False,182.5,69.715,2025-12-15T09:09:36+00:00,182.5
SFI0100,down,E00529,E00542,2025-10-06T16:00:00+00:00,126208.5,2025-11-21T12:00:00+00:00,80600.0,2026-01-13T23:59:59.999000+00:00,2025-10-06T16:00:00+00:00,126208.5,finished_confirmed,impulse_finished_confirmed,2025-12-09T00:11:59.988998400+00:00,False,45.833333,17.50833321,2025-12-09T00:11:59.988998400+00:00,45.833333
SFI0101,up,E00542,E00543,2025-11-21T12:00:00+00:00,80600.0,2026-01-14T20:00:00+00:00,97932.1,2026-02-04T14:07:40.788998400+00:00,2025-11-21T12:00:00+00:00,80600.0,finished_confirmed,impulse_finished_confirmed,2026-02-04T14:07:40.788998400+00:00,False,54.333333,20.75533321,2026-02-04T14:07:40.788998400+00:00,54.333333
SFI0102,down,E00543,E00550,2026-01-14T20:00:00+00:00,97932.1,2026-02-06T00:00:00+00:00,59800.0,2026-02-16T00:00:00+00:00,2026-01-14T20:00:00+00:00,97932.1,finished_confirmed,impulse_finished_confirmed,2026-02-16T00:00:00+00:00,False,22.166667,10.0,2026-02-16T00:00:00+00:00,22.166667
